Disease,County,Year,Sex,Count,Population,Rate,CI.lower,CI.upper,Unstable,Calculated_Rate,Rate_Diff,Year_Index,Decade
Scombroid Fish Poisoning,California,2005,Male,9,17899282,0.05,0.023,0.095,*,0.05028134648082532,0.0002813464808253188,5,2000
Scombroid Fish Poisoning,California,2006,Total,28,36248870,0.077,0.051,0.112, ,0.07724378718564193,0.0002437871856419277,6,2000
Scombroid Fish Poisoning,California,2006,Female,11,18220429,0.06,0.03,0.108,*,0.060371794758509796,0.0003717947585097983,6,2000
Scombroid Fish Poisoning,California,2006,Male,15,18028441,0.083,0.047,0.137,*,0.0832018697567915,0.00020186975679149788,6,2000
Scombroid Fish Poisoning,California,2007,Total,34,36554575,0.093,0.064,0.13, ,0.09301161345741266,1.1613457412656958e-05,7,2000
Scombroid Fish Poisoning,California,2007,Female,20,18373955,0.109,0.066,0.168, ,0.10884972778043704,0.000150272219562958,7,2000
Scombroid Fish Poisoning,California,2007,Male,14,18180620,0.077,0.042,0.129,*,0.07700507463441841,5.074634418414381e-06,7,2000
Scombroid Fish Poisoning,California,2008,Total,18,36858270,0.049,0.029,0.077,*,0.0488357158379924,0.00016428416200760243,8,2000
Scombroid Fish Poisoning,California,2008,Female,12,18526603,0.065,0.033,0.113,*,0.06477172312700823,0.00022827687299177557,8,2000
Scombroid Fish Poisoning,California,2008,Male,5,18331667,0.027,0.009,0.064,*,0.02727520634102725,0.00027520634102725164,8,2000
Scombroid Fish Poisoning,California,2009,Total,16,37079253,0.043,0.025,0.07,*,0.04315081536297401,0.00015081536297401055,9,2000
Scombroid Fish Poisoning,California,2009,Female,12,18634031,0.064,0.033,0.112,*,0.06439830437117981,0.0003983043711798112,9,2000
Scombroid Fish Poisoning,California,2009,Male,4,18445222,0.022,0.006,0.056,*,0.02168583278639856,0.00031416721360143923,9,2000
Scombroid Fish Poisoning,California,2010,Total,22,37311439,0.059,0.037,0.089, ,0.058963150684164176,3.6849315835821295e-05,10,2010
Scombroid Fish Poisoning,California,2010,Female,7,18752748,0.037,0.015,0.077,*,0.03732786256179627,0.0003278625617962744,10,2010
Scombroid Fish Poisoning,California,2010,Male,15,18558691,0.081,0.045,0.133,*,0.08082466592067296,0.00017533407932704415,10,2010
Scombroid Fish Poisoning,California,2011,Total,19,37572186,0.051,0.03,0.079, ,0.05056932274315899,0.00043067725684100416,11,2010
Scombroid Fish Poisoning,California,2011,Female,12,18881056,0.064,0.033,0.111,*,0.06355576721979957,0.0004442327802004348,11,2010
Scombroid Fish Poisoning,California,2011,Male,7,18691131,0.037,0.015,0.077,*,0.03745091722913931,0.00045091722913931376,11,2010
Scombroid Fish Poisoning,California,2012,Total,13,37869573,0.034,0.018,0.059,*,0.034328351154104646,0.00032835115410464327,12,2010
Scombroid Fish Poisoning,California,2012,Female,8,19028077,0.042,0.018,0.083,*,0.04204313446913212,4.313446913211533e-05,12,2010
Scombroid Fish Poisoning,California,2012,Male,5,18841496,0.027,0.009,0.062,*,0.02653717093377299,0.0004628290662270114,12,2010
Scombroid Fish Poisoning,California,2013,Total,17,38166117,0.045,0.026,0.071,*,0.044542126200577334,0.0004578737994226645,13,2010
Scombroid Fish Poisoning,California,2013,Female,12,19177344,0.063,0.032,0.109,*,0.06257383712781082,0.0004261628721891758,13,2010
Scombroid Fish Poisoning,California,2013,Male,5,18988773,0.026,0.009,0.061,*,0.026331348528943917,0.0003313485289439186,13,2010
Scombroid Fish Poisoning,California,2014,Total,22,38501494,0.057,0.036,0.087, ,0.05714063978919883,0.00014063978919882925,14,2010
Scombroid Fish Poisoning,California,2014,Female,13,19346905,0.067,0.036,0.115,*,0.06719421013335208,0.0001942101333520796,14,2010
Scombroid Fish Poisoning,California,2014,Male,9,19154588,0.047,0.021,0.089,*,0.04698613199093606,1.3868009063937314e-05,14,2010
Shiga Toxin Positive Feces (without culture confirmation),California,2007,Total,39,36554575,0.107,0.076,0.146, ,0.10668979190703216,0.00031020809296783414,7,2000
Shiga Toxin Positive Feces (without culture confirmation),California,2007,Female,17,18373955,0.093,0.054,0.148,*,0.09252226861337148,0.000477731386628516,7,2000
Shiga Toxin Positive Feces (without culture confirmation),California,2007,Male,22,18180620,0.121,0.076,0.183, ,0.12100797442551466,7.9744255146591e-06,7,2000
Shiga Toxin Positive Feces (without culture confirmation),California,2008,Total,36,36858270,0.098,0.068,0.135, ,0.0976714316759848,0.00032856832401520486,8,2000
Shiga Toxin Positive Feces (without culture confirmation),California,2008,Female,19,18526603,0.103,0.062,0.16, ,0.10255522828442969,0.0004447717155703079,8,2000
Shiga Toxin Positive Feces (without culture confirmation),California,2008,Male,17,18331667,0.093,0.054,0.148,*,0.09273570155949265,0.00026429844050734896,8,2000
Shiga Toxin Positive Feces (without culture confirmation),California,2009,Total,28,37079253,0.076,0.05,0.109, ,0.0755139268852045,0.0004860731147954961,9,2000
Shiga Toxin Positive Feces (without culture confirmation),California,2009,Female,15,18634031,0.08,0.045,0.133,*,0.08049788046397476,0.0004978804639747536,9,2000
Shiga Toxin Positive Feces (without culture confirmation),California,2009,Male,13,18445222,0.07,0.038,0.121,*,0.07047895655579532,0.00047895655579531515,9,2000
Shiga Toxin Positive Feces (without culture confirmation),California,2010,Total,101,37311439,0.271,0.22,0.329, ,0.2706944645045719,0.00030553549542811087,10,2010
Shiga Toxin Positive Feces (without culture confirmation),California,2010,Female,47,18752748,0.251,0.184,0.333, ,0.2506299343434893,0.00037006565651070966,10,2010
Shiga Toxin Positive Feces (without culture confirmation),California,2010,Male,48,18558691,0.259,0.191,0.343, ,0.2586389309461535,0.00036106905384653,10,2010
Shiga Toxin Positive Feces (without culture confirmation),California,2011,Total,82,37572186,0.218,0.174,0.271, ,0.21824655078626515,0.00024655078626514837,11,2010
Shiga Toxin Positive Feces (without culture confirmation),California,2011,Female,39,18881056,0.207,0.147,0.282, ,0.2065562434643486,0.0004437565356514017,11,2010
Shiga Toxin Positive Feces (without culture confirmation),California,2011,Male,43,18691131,0.23,0.166,0.31, ,0.2300556344075701,5.563440757008764e-05,11,2010
Shiga Toxin Positive Feces (without culture confirmation),California,2012,Total,73,37869573,0.193,0.151,0.242, ,0.19276689494227991,0.00023310505772008994,12,2010
Shiga Toxin Positive Feces (without culture confirmation),California,2012,Female,41,19028077,0.215,0.155,0.292, ,0.2154710641543021,0.00047106415430209214,12,2010
Shiga Toxin Positive Feces (without culture confirmation),California,2012,Male,32,18841496,0.17,0.116,0.24, ,0.16983789397614713,0.00016210602385288708,12,2010
Shiga Toxin Positive Feces (without culture confirmation),California,2013,Total,49,38166117,0.128,0.095,0.17, ,0.1283861284604876,0.00038612846048760585,13,2010
Shiga Toxin Positive Feces (without culture confirmation),California,2013,Female,28,19177344,0.146,0.097,0.211, ,0.1460056199648919,5.619964891900864e-06,13,2010
Shiga Toxin Positive Feces (without culture confirmation),California,2013,Male,21,18988773,0.111,0.068,0.169, ,0.11059166382156445,0.00040833617843555325,13,2010
Shiga Toxin Positive Feces (without culture confirmation),California,2014,Total,48,38501494,0.125,0.092,0.165, ,0.12467048681279745,0.00032951318720254863,14,2010
Shiga Toxin Positive Feces (without culture confirmation),California,2014,Female,31,19346905,0.16,0.109,0.227, ,0.16023234724107033,0.00023234724107032423,14,2010
Shiga Toxin Positive Feces (without culture confirmation),California,2014,Male,17,19154588,0.089,0.052,0.142,*,0.08875158264954588,0.00024841735045411095,14,2010
Shigellosis,California,2007,Female,630,18373955,3.429,3.166,3.707, ,3.428766425083767,0.00023357491623299254,7,2000
Shigellosis,California,2007,Male,679,18180620,3.735,3.459,4.027, ,3.734746119769293,0.00025388023070682664,7,2000
Shigellosis,California,2008,Total,1642,36858270,4.455,4.242,4.676, ,4.45490252255464,9.747744535992808e-05,8,2000
Shigellosis,California,2008,Female,810,18526603,4.372,4.076,4.684, ,4.3720913110730555,9.131107305559993e-05,8,2000
Shigellosis,California,2008,Male,823,18331667,4.489,4.188,4.807, ,4.4894989637330855,0.0004989637330856667,8,2000
Shigellosis,California,2009,Total,1055,37079253,2.845,2.676,3.022, ,2.8452568879960984,0.00025688799609824287,9,2000
Shigellosis,California,2009,Female,436,18634031,2.34,2.125,2.57, ,2.339805058819533,0.00019494118046692321,9,2000
Shigellosis,California,2001,Total,2203,34514777,6.383,6.119,6.655, ,6.382773384281173,0.00022661571882665044,1,2000
Shigellosis,California,2001,Female,897,17340743,5.173,4.84,5.523, ,5.172788732293651,0.00021126770634882774,1,2000
Shigellosis,California,2001,Male,1272,17174034,7.407,7.005,7.825, ,7.406530114008159,0.00046988599184061286,1,2000
Shigellosis,California,2002,Total,2774,34940334,7.939,7.647,8.24, ,7.939248663163895,0.00024866316389537957,2,2000
Shigellosis,California,2002,Female,1351,17555714,7.696,7.291,8.117, ,7.695500165928882,0.0004998340711175331,2,2000
Shigellosis,California,2002,Male,1393,17384620,8.013,7.598,8.445, ,8.012829731107152,0.00017026889284821323,2,2000
Shigellosis,California,2003,Total,2078,35390986,5.872,5.622,6.13, ,5.8715515866102175,0.0004484133897824094,3,2000
Shigellosis,California,2003,Female,944,17783924,5.308,4.975,5.658, ,5.308164834712519,0.00016483471251937942,3,2000
Shigellosis,California,2003,Male,1101,17607062,6.253,5.889,6.634, ,6.253172732622853,0.0001727326228531112,3,2000
Shigellosis,California,2004,Total,1850,35754827,5.174,4.941,5.415, ,5.174126559191574,0.00012655919157378293,4,2000
Shigellosis,California,2004,Female,863,17969405,4.803,4.487,5.134, ,4.802607543210251,0.0003924567897488629,4,2000
Shigellosis,California,2004,Male,963,17785422,5.415,5.078,5.768, ,5.414546812552437,0.00045318744756261964,4,2000
Shigellosis,California,2005,Total,2219,35987637,6.166,5.912,6.428, ,6.166006398252822,6.39825282178208e-06,5,2000
Shigellosis,California,2005,Female,1062,18088355,5.871,5.523,6.235, ,5.871180657389796,0.00018065738979533563,5,2000
Shigellosis,California,2005,Male,1109,17899282,6.196,5.836,6.571, ,6.195779249692809,0.00022075030719115318,5,2000
Shigellosis,California,2006,Total,1835,36248870,5.062,4.833,5.299, ,5.062226767344748,0.00022676734474735838,6,2000
Shigellosis,California,2006,Female,833,18220429,4.572,4.267,4.893, ,4.571791366712605,0.00020863328739473275,6,2000
Shigellosis,California,2006,Male,982,18028441,5.447,5.112,5.799, ,5.446949073411284,5.092658871586053e-05,6,2000
Shigellosis,California,2007,Total,1325,36554575,3.625,3.432,3.825, ,3.624717289149169,0.0002827108508309806,7,2000
Shigellosis,California,2009,Male,614,18445222,3.329,3.071,3.603, ,3.328775332712179,0.00022466728782122303,9,2000
Shigellosis,California,2010,Total,1086,37311439,2.911,2.74,3.089, ,2.910635529227377,0.0003644707726229157,10,2010
Shigellosis,California,2010,Female,488,18752748,2.602,2.376,2.844, ,2.6022852757366546,0.00028527573665471095,10,2010
Shigellosis,California,2010,Male,590,18558691,3.179,2.928,3.446, ,3.1791035262131366,0.00010352621313680643,10,2010
Shigellosis,California,2011,Total,949,37572186,2.526,2.368,2.692, ,2.5258045938556783,0.00019540614432145276,11,2010
Shigellosis,California,2011,Female,390,18881056,2.066,1.866,2.281, ,2.065562434643486,0.0004375653565138471,11,2010
Shigellosis,California,2011,Male,557,18691131,2.98,2.738,3.238, ,2.980022985232943,2.2985232943195655e-05,11,2010
Shigellosis,California,2012,Total,1096,37869573,2.894,2.725,3.071, ,2.8941440665306684,0.00014406653066822983,12,2010
Shigellosis,California,2012,Female,439,19028077,2.307,2.096,2.533, ,2.307117003993625,0.00011700399362490899,12,2010
Shigellosis,California,2012,Male,656,18841496,3.482,3.22,3.759, ,3.481676826511016,0.00032317348898436293,12,2010
Shigellosis,California,2013,Total,1072,38166117,2.809,2.643,2.982, ,2.808774075706994,0.00022592429300605232,13,2010
Shigellosis,California,2013,Female,386,19177344,2.013,1.817,2.224, ,2.0127917609445816,0.00020823905541833554,13,2010
Shigellosis,California,2013,Male,588,18988773,3.097,2.851,3.357, ,3.096566587003805,0.0004334129961951483,13,2010
Shigellosis,California,2014,Total,1633,38501494,4.241,4.038,4.452, ,4.2413938534437134,0.0003938534437137875,14,2010
Shigellosis,California,2014,Female,568,19346905,2.936,2.699,3.188, ,2.9358701042879987,0.00012989571200128225,14,2010
Shigellosis,California,2014,Male,845,19154588,4.411,4.119,4.719, ,4.411475725815664,0.00047572581566424077,14,2010
Spotted Fever Rickettsiosis,California,2001,Total,0,34514777,0.0,0.0,0.011,-,0.0,0.0,1,2000
Spotted Fever Rickettsiosis,California,2001,Female,0,17340743,0.0,0.0,0.021,-,0.0,0.0,1,2000
Spotted Fever Rickettsiosis,California,2001,Male,0,17174034,0.0,0.0,0.021,-,0.0,0.0,1,2000
Spotted Fever Rickettsiosis,California,2002,Total,2,34940334,0.006,0.001,0.021,*,0.00572404373696027,0.0002759562630397297,2,2000
Spotted Fever Rickettsiosis,California,2002,Female,1,17555714,0.006,0.0,0.032,*,0.005696151122079113,0.0003038488779208868,2,2000
Spotted Fever Rickettsiosis,California,2002,Male,1,17384620,0.006,0.0,0.032,*,0.005752210862244904,0.0002477891377550964,2,2000
Spotted Fever Rickettsiosis,California,2003,Total,2,35390986,0.006,0.001,0.02,*,0.005651156483744194,0.00034884351625580606,3,2000
Spotted Fever Rickettsiosis,California,2003,Female,1,17783924,0.006,0.0,0.031,*,0.005623055968975126,0.0003769440310248742,3,2000
Spotted Fever Rickettsiosis,California,2003,Male,1,17607062,0.006,0.0,0.032,*,0.005679539266687423,0.00032046073331257717,3,2000
Spotted Fever Rickettsiosis,California,2004,Total,1,35754827,0.003,0.0,0.016,*,0.002796825167130581,0.00020317483286941924,4,2000
Spotted Fever Rickettsiosis,California,2004,Female,0,17969405,0.0,0.0,0.021,-,0.0,0.0,4,2000
Spotted Fever Rickettsiosis,California,2004,Male,1,17785422,0.006,0.0,0.031,*,0.005622582359867537,0.0003774176401324632,4,2000
Spotted Fever Rickettsiosis,California,2005,Total,0,35987637,0.0,0.0,0.01,-,0.0,0.0,5,2000
Spotted Fever Rickettsiosis,California,2005,Female,0,18088355,0.0,0.0,0.02,-,0.0,0.0,5,2000
Spotted Fever Rickettsiosis,California,2005,Male,0,17899282,0.0,0.0,0.021,-,0.0,0.0,5,2000
Spotted Fever Rickettsiosis,California,2006,Total,0,36248870,0.0,0.0,0.01,-,0.0,0.0,6,2000
Spotted Fever Rickettsiosis,California,2006,Female,0,18220429,0.0,0.0,0.02,-,0.0,0.0,6,2000
Spotted Fever Rickettsiosis,California,2006,Male,0,18028441,0.0,0.0,0.02,-,0.0,0.0,6,2000
Spotted Fever Rickettsiosis,California,2007,Total,1,36554575,0.003,0.0,0.015,*,0.002735635689923901,0.0002643643100760989,7,2000
Spotted Fever Rickettsiosis,California,2007,Female,1,18373955,0.005,0.0,0.03,*,0.005442486389021852,0.0004424863890218518,7,2000
Spotted Fever Rickettsiosis,California,2007,Male,0,18180620,0.0,0.0,0.02,-,0.0,0.0,7,2000
Spotted Fever Rickettsiosis,California,2008,Total,0,36858270,0.0,0.0,0.01,-,0.0,0.0,8,2000
Spotted Fever Rickettsiosis,California,2008,Female,0,18526603,0.0,0.0,0.02,-,0.0,0.0,8,2000
Spotted Fever Rickettsiosis,California,2008,Male,0,18331667,0.0,0.0,0.02,-,0.0,0.0,8,2000
Spotted Fever Rickettsiosis,California,2009,Total,1,37079253,0.003,0.0,0.015,*,0.0026969259601858754,0.0003030740398141246,9,2000
Spotted Fever Rickettsiosis,California,2009,Female,1,18634031,0.005,0.0,0.03,*,0.005366525364264983,0.0003665253642649831,9,2000
Spotted Fever Rickettsiosis,California,2009,Male,0,18445222,0.0,0.0,0.02,-,0.0,0.0,9,2000
Spotted Fever Rickettsiosis,California,2010,Total,7,37311439,0.019,0.008,0.039,*,0.018761002490415877,0.00023899750958412264,10,2010
Spotted Fever Rickettsiosis,California,2010,Female,3,18752748,0.016,0.003,0.047,*,0.015997655383626973,2.344616373026881e-06,10,2010
Spotted Fever Rickettsiosis,California,2010,Male,3,18558691,0.016,0.003,0.047,*,0.016164933184134592,0.00016493318413459204,10,2010
Spotted Fever Rickettsiosis,California,2011,Total,8,37572186,0.021,0.009,0.042,*,0.02129234641817221,0.00029234641817220755,11,2010
Spotted Fever Rickettsiosis,California,2011,Female,5,18881056,0.026,0.009,0.062,*,0.026481569674916487,0.0004815696749164884,11,2010
Spotted Fever Rickettsiosis,California,2011,Male,3,18691131,0.016,0.003,0.047,*,0.016050393098202564,5.039309820256341e-05,11,2010
Spotted Fever Rickettsiosis,California,2012,Total,22,37869573,0.058,0.036,0.088, ,0.05809413272233093,9.413272233092795e-05,12,2010
Spotted Fever Rickettsiosis,California,2012,Female,9,19028077,0.047,0.022,0.09,*,0.04729852627777363,0.00029852627777363083,12,2010
Spotted Fever Rickettsiosis,California,2012,Male,13,18841496,0.069,0.037,0.118,*,0.06899664442780977,3.355572190236189e-06,12,2010
Spotted Fever Rickettsiosis,California,2013,Total,15,38166117,0.039,0.022,0.065,*,0.03930187605933294,0.00030187605933294087,13,2010
Spotted Fever Rickettsiosis,California,2013,Female,6,19177344,0.031,0.011,0.068,*,0.03128691856390541,0.00028691856390541254,13,2010
Spotted Fever Rickettsiosis,California,2013,Male,9,18988773,0.047,0.022,0.09,*,0.04739642735209905,0.0003964273520990491,13,2010
Spotted Fever Rickettsiosis,California,2014,Total,11,38501494,0.029,0.014,0.051,*,0.028570319894599416,0.0004296801054005858,14,2010
Spotted Fever Rickettsiosis,California,2014,Female,5,19346905,0.026,0.008,0.06,*,0.025843926974366188,0.00015607302563381067,14,2010
Spotted Fever Rickettsiosis,California,2014,Male,6,19154588,0.031,0.011,0.068,*,0.031324087993957375,0.0003240879939573754,14,2010
Staphylococcus aureus Infection (cases resulting in death or ICU),California,2008,Total,197,36858270,0.534,0.462,0.615, ,0.5344797788935834,0.00047977889358341574,8,2000
Staphylococcus aureus Infection (cases resulting in death or ICU),California,2008,Female,72,18526603,0.389,0.304,0.489, ,0.38863033876204933,0.0003696612379506803,8,2000
Staphylococcus aureus Infection (cases resulting in death or ICU),California,2008,Male,124,18331667,0.676,0.563,0.806, ,0.6764251172574759,0.00042511725747584883,8,2000
Staphylococcus aureus Infection (cases resulting in death or ICU),California,2009,Total,178,37079253,0.48,0.412,0.556, ,0.4800528209130858,5.282091308583814e-05,9,2000
Staphylococcus aureus Infection (cases resulting in death or ICU),California,2009,Female,66,18634031,0.354,0.274,0.451, ,0.3541906740414889,0.0001906740414889252,9,2000
Staphylococcus aureus Infection (cases resulting in death or ICU),California,2009,Male,88,18445222,0.477,0.383,0.588, ,0.4770883213007683,8.832130076830147e-05,9,2000
Staphylococcus aureus Infection (cases resulting in death or ICU),California,2010,Total,178,37311439,0.477,0.41,0.553, ,0.47706549189914654,6.549189914656361e-05,10,2010
Staphylococcus aureus Infection (cases resulting in death or ICU),California,2010,Female,51,18752748,0.272,0.202,0.358, ,0.2719601415216586,3.985847834142575e-05,10,2010
Staphylococcus aureus Infection (cases resulting in death or ICU),California,2010,Male,99,18558691,0.533,0.434,0.649, ,0.5334427950764415,0.0004427950764415156,10,2010
Staphylococcus aureus Infection (cases resulting in death or ICU),California,2011,Total,168,37572186,0.447,0.382,0.52, ,0.44713927478161636,0.00013927478161634976,11,2010
Staphylococcus aureus Infection (cases resulting in death or ICU),California,2011,Female,62,18881056,0.328,0.252,0.421, ,0.32837146396896444,0.000371463968964425,11,2010
Staphylococcus aureus Infection (cases resulting in death or ICU),California,2011,Male,106,18691131,0.567,0.464,0.686, ,0.5671138894698239,0.00011388946982393566,11,2010
Staphylococcus aureus Infection (cases resulting in death or ICU),California,2012,Total,108,37869573,0.285,0.234,0.344, ,0.2851893788187155,0.0001893788187155021,12,2010
Staphylococcus aureus Infection (cases resulting in death or ICU),California,2012,Female,48,19028077,0.252,0.186,0.334, ,0.2522588068147927,0.0002588068147926781,12,2010
Staphylococcus aureus Infection (cases resulting in death or ICU),California,2012,Male,60,18841496,0.318,0.243,0.41, ,0.31844605120527586,0.00044605120527585473,12,2010
Staphylococcus aureus Infection (cases resulting in death or ICU),California,2013,Total,118,38166117,0.309,0.256,0.37, ,0.3091747583334191,0.00017475833341912272,13,2010
Staphylococcus aureus Infection (cases resulting in death or ICU),California,2013,Female,43,19177344,0.224,0.162,0.302, ,0.22422291637465544,0.00022291637465543523,13,2010
Staphylococcus aureus Infection (cases resulting in death or ICU),California,2013,Male,74,18988773,0.39,0.306,0.489, ,0.38970395822837,0.0002960417716300068,13,2010
Staphylococcus aureus Infection (cases resulting in death or ICU),California,2014,Total,68,38501494,0.177,0.137,0.224, ,0.17661652298479638,0.00038347701520360933,14,2010
Staphylococcus aureus Infection (cases resulting in death or ICU),California,2014,Female,22,19346905,0.114,0.071,0.172, ,0.1137132786872112,0.00028672131278879853,14,2010
Staphylococcus aureus Infection (cases resulting in death or ICU),California,2014,Male,46,19154588,0.24,0.176,0.32, ,0.24015134128700652,0.00015134128700652894,14,2010
Tetanus,California,2001,Male,5,17174034,0.029,0.009,0.068,*,0.0291137190016044,0.00011371900160439888,1,2000
Tetanus,California,2002,Total,8,34940334,0.023,0.01,0.045,*,0.02289617494784108,0.00010382505215891791,2,2000
Streptococcal Infection (cases in food and dairy workers),California,2001,Total,39,34514777,0.113,0.08,0.154, ,0.11299508033906752,4.919660932481418e-06,1,2000
Streptococcal Infection (cases in food and dairy workers),California,2001,Female,16,17340743,0.092,0.053,0.15,*,0.09226824940546088,0.00026824940546088527,1,2000
Streptococcal Infection (cases in food and dairy workers),California,2001,Male,23,17174034,0.134,0.085,0.201, ,0.13392310740738023,7.689259261978165e-05,1,2000
Streptococcal Infection (cases in food and dairy workers),California,2002,Total,32,34940334,0.092,0.063,0.129, ,0.09158469979136433,0.00041530020863567163,2,2000
Streptococcal Infection (cases in food and dairy workers),California,2002,Female,13,17555714,0.074,0.039,0.127,*,0.07404996458702848,4.9964587028480945e-05,2,2000
Streptococcal Infection (cases in food and dairy workers),California,2002,Male,16,17384620,0.092,0.053,0.149,*,0.09203537379591846,3.537379591846135e-05,2,2000
Streptococcal Infection (cases in food and dairy workers),California,2003,Total,1,35390986,0.003,0.0,0.016,*,0.002825578241872097,0.00017442175812790303,3,2000
Streptococcal Infection (cases in food and dairy workers),California,2003,Female,1,17783924,0.006,0.0,0.031,*,0.005623055968975126,0.0003769440310248742,3,2000
Streptococcal Infection (cases in food and dairy workers),California,2003,Male,0,17607062,0.0,0.0,0.021,-,0.0,0.0,3,2000
Streptococcal Infection (cases in food and dairy workers),California,2004,Total,10,35754827,0.028,0.013,0.051,*,0.027968251671305806,3.174832869419497e-05,4,2000
Streptococcal Infection (cases in food and dairy workers),California,2004,Female,3,17969405,0.017,0.003,0.049,*,0.01669504360328013,0.0003049563967198708,4,2000
Streptococcal Infection (cases in food and dairy workers),California,2004,Male,7,17785422,0.039,0.016,0.081,*,0.039358076519072756,0.00035807651907275584,4,2000
Streptococcal Infection (cases in food and dairy workers),California,2005,Total,18,35987637,0.05,0.03,0.079,*,0.05001717673210942,1.717673210941545e-05,5,2000
Streptococcal Infection (cases in food and dairy workers),California,2005,Female,8,18088355,0.044,0.019,0.087,*,0.04422734958485722,0.0002273495848572199,5,2000
Streptococcal Infection (cases in food and dairy workers),California,2005,Male,10,17899282,0.056,0.027,0.103,*,0.05586816275647258,0.00013183724352742315,5,2000
Streptococcal Infection (cases in food and dairy workers),California,2006,Total,12,36248870,0.033,0.017,0.058,*,0.03310448022241797,0.00010448022241797,6,2000
Streptococcal Infection (cases in food and dairy workers),California,2006,Female,3,18220429,0.016,0.003,0.048,*,0.016465034934139037,0.00046503493413903654,6,2000
Streptococcal Infection (cases in food and dairy workers),California,2006,Male,9,18028441,0.05,0.023,0.095,*,0.04992112185407491,7.88781459250959e-05,6,2000
Streptococcal Infection (cases in food and dairy workers),California,2007,Total,13,36554575,0.036,0.019,0.061,*,0.03556326396901072,0.00043673603098928065,7,2000
Streptococcal Infection (cases in food and dairy workers),California,2007,Female,3,18373955,0.016,0.003,0.048,*,0.016327459167065555,0.00032745916706555453,7,2000
Streptococcal Infection (cases in food and dairy workers),California,2007,Male,10,18180620,0.055,0.026,0.101,*,0.05500362473887029,3.6247388702920214e-06,7,2000
Streptococcal Infection (cases in food and dairy workers),California,2008,Total,7,36858270,0.019,0.008,0.039,*,0.018991667270330376,8.332729669623118e-06,8,2000
Streptococcal Infection (cases in food and dairy workers),California,2008,Female,3,18526603,0.016,0.003,0.047,*,0.016192930781752057,0.00019293078175205633,8,2000
Streptococcal Infection (cases in food and dairy workers),California,2008,Male,4,18331667,0.022,0.006,0.056,*,0.0218201650728218,0.00017983492717819904,8,2000
Streptococcal Infection (cases in food and dairy workers),California,2009,Total,7,37079253,0.019,0.008,0.039,*,0.018878481721301126,0.00012151827869887402,9,2000
Streptococcal Infection (cases in food and dairy workers),California,2009,Female,6,18634031,0.032,0.012,0.07,*,0.032199152185589906,0.0001991521855899056,9,2000
Streptococcal Infection (cases in food and dairy workers),California,2009,Male,1,18445222,0.005,0.0,0.03,*,0.00542145819659964,0.00042145819659963977,9,2000
Streptococcal Infection (cases in food and dairy workers),California,2010,Total,3,37311439,0.008,0.002,0.023,*,0.00804042963874966,4.0429638749660615e-05,10,2010
Streptococcal Infection (cases in food and dairy workers),California,2010,Female,2,18752748,0.011,0.001,0.039,*,0.010665103589084651,0.0003348964109153481,10,2010
Streptococcal Infection (cases in food and dairy workers),California,2010,Male,1,18558691,0.005,0.0,0.03,*,0.0053883110613781975,0.00038831106137819735,10,2010
Streptococcal Infection (cases in food and dairy workers),California,2011,Total,5,37572186,0.013,0.004,0.031,*,0.01330771651135763,0.00030771651135763113,11,2010
Streptococcal Infection (cases in food and dairy workers),California,2011,Female,1,18881056,0.005,0.0,0.03,*,0.005296313934983298,0.0002963139349832977,11,2010
Streptococcal Infection (cases in food and dairy workers),California,2011,Male,4,18691131,0.021,0.006,0.055,*,0.02140052413093675,0.00040052413093675035,11,2010
Streptococcal Infection (cases in food and dairy workers),California,2012,Total,11,37869573,0.029,0.015,0.052,*,0.029047066361165465,4.706636116546398e-05,12,2010
Streptococcal Infection (cases in food and dairy workers),California,2012,Female,5,19028077,0.026,0.009,0.061,*,0.02627695904320757,0.0002769590432075697,12,2010
Streptococcal Infection (cases in food and dairy workers),California,2012,Male,6,18841496,0.032,0.012,0.069,*,0.031844605120527586,0.0001553948794724147,12,2010
Streptococcal Infection (cases in food and dairy workers),California,2013,Total,5,38166117,0.013,0.004,0.031,*,0.013100625353110979,0.00010062535311097971,13,2010
Streptococcal Infection (cases in food and dairy workers),California,2013,Female,4,19177344,0.021,0.006,0.053,*,0.020857945709270274,0.00014205429072972758,13,2010
Streptococcal Infection (cases in food and dairy workers),California,2013,Male,1,18988773,0.005,0.0,0.029,*,0.005266269705788784,0.0002662697057887837,13,2010
Streptococcal Infection (cases in food and dairy workers),California,2014,Total,4,38501494,0.01,0.003,0.027,*,0.010389207234399787,0.00038920723439978683,14,2010
Streptococcal Infection (cases in food and dairy workers),California,2014,Female,2,19346905,0.01,0.001,0.037,*,0.010337570789746474,0.00033757078974647366,14,2010
Streptococcal Infection (cases in food and dairy workers),California,2014,Male,2,19154588,0.01,0.001,0.038,*,0.010441362664652459,0.00044136266465245877,14,2010
Tetanus,California,2002,Female,3,17555714,0.017,0.004,0.05,*,0.01708845336623734,8.845336623733782e-05,2,2000
Tetanus,California,2002,Male,5,17384620,0.029,0.009,0.067,*,0.02876105431122452,0.00023894568877548192,2,2000
Tetanus,California,2003,Total,5,35390986,0.014,0.005,0.033,*,0.014127891209360484,0.00012789120936048358,3,2000
Tetanus,California,2001,Total,10,34514777,0.029,0.014,0.053,*,0.02897309752283783,2.6902477162173144e-05,1,2000
