Disease,County,Year,Sex,Count,Population,Rate,CI.lower,CI.upper,Unstable,Calculated_Rate,Rate_Diff,Year_Index,Decade
Gonorrhea,California,2005,Female,15712,18088355,86.863,85.51,88.231, ,86.86251458465958,0.00048541534042101375,5,2000
Gonorrhea,California,2005,Male,18240,17899282,101.904,100.431,103.393, ,101.90352886780599,0.00047113219400785056,5,2000
Gonorrhea,California,2006,Total,33820,36248870,93.299,92.308,94.299, ,93.29946009351464,0.0004600935146328311,6,2000
Gonorrhea,California,2006,Female,15729,18220429,86.326,84.983,87.685, ,86.32617815969097,0.00017815969097512152,6,2000
Gonorrhea,California,2006,Male,17895,18028441,99.26,97.811,100.724, ,99.25983061985227,0.0001693801477387069,6,2000
Gonorrhea,California,2007,Total,31190,36554575,85.324,84.381,86.276, ,85.32447716872649,0.0004771687264906177,7,2000
Gonorrhea,California,2007,Female,14490,18373955,78.862,77.583,80.156, ,78.86162777692664,0.00037222307335582627,7,2000
Gonorrhea,California,2007,Male,16576,18180620,91.174,89.792,92.572, ,91.17400836715139,8.36715138063937e-06,7,2000
Gonorrhea,California,2008,Total,25491,36858270,69.16,68.313,70.014, ,69.15951291257024,0.0004870874297608907,8,2000
Gonorrhea,California,2008,Female,11477,18526603,61.949,60.821,63.092, ,61.94875552738945,0.00024447261054660885,8,2000
Gonorrhea,California,2008,Male,13880,18331667,75.716,74.462,76.986, ,75.71597280269165,2.7197308341442294e-05,8,2000
Gonorrhea,California,2009,Total,24011,37079253,64.756,63.94,65.58, ,64.75588923002306,0.00011076997694203783,9,2000
Gonorrhea,California,2009,Female,9848,18634031,52.85,51.811,53.904, ,52.84954178728156,0.0004582127184420415,9,2000
Gonorrhea,California,2009,Male,14063,18445222,76.242,74.987,77.512, ,76.24196661878074,3.3381219267880624e-05,9,2000
Gonorrhea,California,2010,Total,26844,37311439,71.946,71.088,72.811, ,71.94576440753197,0.00023559246803017686,10,2010
Gonorrhea,California,2010,Female,10760,18752748,57.378,56.299,58.473, ,57.378257309275426,0.0002573092754261097,10,2010
Gonorrhea,California,2010,Male,15964,18558691,86.019,84.69,87.363, ,86.01899778384154,2.21615846385248e-06,10,2010
Gonorrhea,California,2011,Total,27483,37572186,73.147,72.285,74.017, ,73.14719457632835,0.00019457632834019023,11,2010
Gonorrhea,California,2011,Female,10833,18881056,57.375,56.3,58.465, ,57.374968857674055,3.114232594469968e-05,11,2010
Gonorrhea,California,2011,Male,16552,18691131,88.555,87.212,89.914, ,88.55536885381629,0.00036885381628337655,11,2010
Gonorrhea,California,2012,Total,33788,37869573,89.222,88.274,90.178, ,89.22202529191443,2.529191444011758e-05,12,2010
Gonorrhea,California,2012,Female,13136,19028077,69.035,67.86,70.225, ,69.03482679831494,0.00017320168505818856,12,2010
Gonorrhea,California,2012,Male,20553,18841496,109.084,107.598,110.585, ,109.08369484036724,0.00030515963275945523,12,2010
Gonorrhea,California,2013,Total,38364,38166117,100.518,99.516,101.529, ,100.51847820934992,0.0004782093499215989,13,2010
Gonorrhea,California,2013,Female,14293,19177344,74.531,73.314,75.762, ,74.53065450564999,0.0003454943500145191,13,2010
Gonorrhea,California,2013,Male,24009,18988773,126.438,124.845,128.046, ,126.4378693662829,0.0001306337171058658,13,2010
Gonorrhea,California,2014,Total,44974,38501494,116.811,115.735,117.895, ,116.811051539974,5.153997399531818e-05,14,2010
Gonorrhea,California,2014,Female,15864,19346905,81.998,80.727,83.283, ,81.99761150426903,0.0003884957309736592,14,2010
Gonorrhea,California,2014,Male,29026,19154588,151.535,149.798,153.288, ,151.53549635210112,0.0004963521011234207,14,2010
Hantavirus Infection,California,2001,Total,0,34514777,0.0,0.0,0.011,-,0.0,0.0,1,2000
Hantavirus Infection,California,2001,Female,0,17340743,0.0,0.0,0.021,-,0.0,0.0,1,2000
Hantavirus Infection,California,2001,Male,0,17174034,0.0,0.0,0.021,-,0.0,0.0,1,2000
Hantavirus Infection,California,2002,Total,2,34940334,0.006,0.001,0.021,*,0.00572404373696027,0.0002759562630397297,2,2000
Hantavirus Infection,California,2002,Female,1,17555714,0.006,0.0,0.032,*,0.005696151122079113,0.0003038488779208868,2,2000
Hantavirus Infection,California,2002,Male,1,17384620,0.006,0.0,0.032,*,0.005752210862244904,0.0002477891377550964,2,2000
Hantavirus Infection,California,2003,Total,2,35390986,0.006,0.001,0.02,*,0.005651156483744194,0.00034884351625580606,3,2000
Hantavirus Infection,California,2003,Female,1,17783924,0.006,0.0,0.031,*,0.005623055968975126,0.0003769440310248742,3,2000
Hantavirus Infection,California,2003,Male,1,17607062,0.006,0.0,0.032,*,0.005679539266687423,0.00032046073331257717,3,2000
Hantavirus Infection,California,2004,Total,3,35754827,0.008,0.002,0.025,*,0.008390475501391742,0.00039047550139174186,4,2000
Hantavirus Infection,California,2004,Female,1,17969405,0.006,0.0,0.031,*,0.00556501453442671,0.0004349854655732897,4,2000
Hantavirus Infection,California,2004,Male,2,17785422,0.011,0.001,0.041,*,0.011245164719735074,0.00024516471973507446,4,2000
Hantavirus Infection,California,2005,Total,0,35987637,0.0,0.0,0.01,-,0.0,0.0,5,2000
Hantavirus Infection,California,2005,Female,0,18088355,0.0,0.0,0.02,-,0.0,0.0,5,2000
Hantavirus Infection,California,2005,Male,0,17899282,0.0,0.0,0.021,-,0.0,0.0,5,2000
Hantavirus Infection,California,2006,Total,4,36248870,0.011,0.003,0.028,*,0.011034826740805989,3.482674080598942e-05,6,2000
Hantavirus Infection,California,2006,Female,2,18220429,0.011,0.001,0.04,*,0.010976689956092692,2.3310043907306954e-05,6,2000
Hantavirus Infection,California,2006,Male,2,18028441,0.011,0.001,0.04,*,0.011093582634238867,9.358263423886806e-05,6,2000
Hantavirus Infection,California,2007,Total,1,36554575,0.003,0.0,0.015,*,0.002735635689923901,0.0002643643100760989,7,2000
Hantavirus Infection,California,2007,Female,0,18373955,0.0,0.0,0.02,-,0.0,0.0,7,2000
Hantavirus Infection,California,2007,Male,1,18180620,0.006,0.0,0.031,*,0.005500362473887029,0.0004996375261129707,7,2000
Hantavirus Infection,California,2008,Total,0,36858270,0.0,0.0,0.01,-,0.0,0.0,8,2000
Hantavirus Infection,California,2008,Female,0,18526603,0.0,0.0,0.02,-,0.0,0.0,8,2000
Hantavirus Infection,California,2008,Male,0,18331667,0.0,0.0,0.02,-,0.0,0.0,8,2000
Hantavirus Infection,California,2009,Total,3,37079253,0.008,0.002,0.024,*,0.008090777880557625,9.07778805576253e-05,9,2000
Hantavirus Infection,California,2009,Female,0,18634031,0.0,0.0,0.02,-,0.0,0.0,9,2000
Hantavirus Infection,California,2009,Male,3,18445222,0.016,0.003,0.048,*,0.01626437458979892,0.0002643745897989193,9,2000
Hantavirus Infection,California,2010,Total,4,37311439,0.011,0.003,0.027,*,0.010720572851666214,0.000279427148333785,10,2010
Hantavirus Infection,California,2010,Female,2,18752748,0.011,0.001,0.039,*,0.010665103589084651,0.0003348964109153481,10,2010
Hantavirus Infection,California,2010,Male,2,18558691,0.011,0.001,0.039,*,0.010776622122756395,0.00022337787724360444,10,2010
Hantavirus Infection,California,2011,Total,0,37572186,0.0,0.0,0.01,-,0.0,0.0,11,2010
Hantavirus Infection,California,2011,Female,0,18881056,0.0,0.0,0.02,-,0.0,0.0,11,2010
Hantavirus Infection,California,2011,Male,0,18691131,0.0,0.0,0.02,-,0.0,0.0,11,2010
Hantavirus Infection,California,2012,Total,10,37869573,0.026,0.013,0.049,*,0.02640642396469588,0.0004064239646958817,12,2010
Hantavirus Infection,California,2012,Female,4,19028077,0.021,0.006,0.054,*,0.02102156723456606,2.1567234566057664e-05,12,2010
Hantavirus Infection,California,2012,Male,6,18841496,0.032,0.012,0.069,*,0.031844605120527586,0.0001553948794724147,12,2010
Hantavirus Infection,California,2013,Total,3,38166117,0.008,0.002,0.023,*,0.007860375211866588,0.00013962478813341235,13,2010
Hantavirus Infection,California,2013,Female,1,19177344,0.005,0.0,0.029,*,0.005214486427317568,0.00021448642731756833,13,2010
Hantavirus Infection,California,2013,Male,2,18988773,0.011,0.001,0.038,*,0.010532539411577568,0.0004674605884224317,13,2010
Hantavirus Infection,California,2014,Total,1,38501494,0.003,0.0,0.014,*,0.0025973018085999468,0.0004026981914000533,14,2010
Hantavirus Infection,California,2014,Female,0,19346905,0.0,0.0,0.019,-,0.0,0.0,14,2010
Hantavirus Infection,California,2014,Male,1,19154588,0.005,0.0,0.029,*,0.0052206813323262295,0.00022068133232622938,14,2010
Hemolytic Uremic Syndrome,California,2001,Total,42,34514777,0.122,0.088,0.164, ,0.12168700959591888,0.0003129904040811149,1,2000
Hemolytic Uremic Syndrome,California,2001,Female,28,17340743,0.161,0.107,0.233, ,0.16146943645955655,0.0004694364595565492,1,2000
Hemolytic Uremic Syndrome,California,2001,Male,14,17174034,0.082,0.045,0.137,*,0.08151841320449232,0.0004815867955076797,1,2000
Hemolytic Uremic Syndrome,California,2002,Total,45,34940334,0.129,0.094,0.172, ,0.12879098408160608,0.0002090159183939233,2,2000
Hemolytic Uremic Syndrome,California,2002,Female,28,17555714,0.159,0.106,0.231, ,0.15949223141821517,0.0004922314182151666,2,2000
Hemolytic Uremic Syndrome,California,2002,Male,17,17384620,0.098,0.057,0.157,*,0.09778758465816337,0.0002124153418366359,2,2000
Hemolytic Uremic Syndrome,California,2003,Total,42,35390986,0.119,0.086,0.16, ,0.11867428615862807,0.00032571384137192183,3,2000
Hemolytic Uremic Syndrome,California,2003,Female,25,17783924,0.141,0.091,0.208, ,0.14057639922437815,0.00042360077562184073,3,2000
Hemolytic Uremic Syndrome,California,2003,Male,17,17607062,0.097,0.056,0.155,*,0.09655216753368619,0.0004478324663138161,3,2000
Hemolytic Uremic Syndrome,California,2004,Total,38,35754827,0.106,0.075,0.146, ,0.10627935635096206,0.00027935635096205946,4,2000
Hemolytic Uremic Syndrome,California,2004,Female,22,17969405,0.122,0.077,0.185, ,0.12243031975738762,0.0004303197573876233,4,2000
Hemolytic Uremic Syndrome,California,2004,Male,16,17785422,0.09,0.051,0.146,*,0.08996131775788059,3.8682242119406074e-05,4,2000
Hemolytic Uremic Syndrome,California,2005,Total,33,35987637,0.092,0.063,0.129, ,0.0916981573422006,0.0003018426577993949,5,2000
Hemolytic Uremic Syndrome,California,2005,Female,19,18088355,0.105,0.063,0.164, ,0.10503995526403591,3.995526403591243e-05,5,2000
Hemolytic Uremic Syndrome,California,2005,Male,14,17899282,0.078,0.043,0.131,*,0.07821542785906162,0.00021542785906161765,5,2000
Hemolytic Uremic Syndrome,California,2006,Total,49,36248870,0.135,0.1,0.179, ,0.13517662757487336,0.0001766275748733559,6,2000
Hemolytic Uremic Syndrome,California,2006,Female,22,18220429,0.121,0.076,0.183, ,0.12074358951701959,0.00025641048298040425,6,2000
Hemolytic Uremic Syndrome,California,2006,Male,27,18028441,0.15,0.099,0.218, ,0.1497633655622247,0.00023663443777530158,6,2000
Hemolytic Uremic Syndrome,California,2007,Total,45,36554575,0.123,0.09,0.165, ,0.12310360604657555,0.00010360604657555506,7,2000
Hemolytic Uremic Syndrome,California,2007,Female,23,18373955,0.125,0.079,0.188, ,0.1251771869475026,0.0001771869475026,7,2000
Hemolytic Uremic Syndrome,California,2007,Male,22,18180620,0.121,0.076,0.183, ,0.12100797442551466,7.9744255146591e-06,7,2000
Hemolytic Uremic Syndrome,California,2008,Total,46,36858270,0.125,0.091,0.166, ,0.12480238491931389,0.00019761508068610878,8,2000
Hemolytic Uremic Syndrome,California,2008,Female,20,18526603,0.108,0.066,0.167, ,0.10795287187834705,4.712812165294511e-05,8,2000
Hemolytic Uremic Syndrome,California,2008,Male,26,18331667,0.142,0.093,0.208, ,0.14183107297334172,0.00016892702665827208,8,2000
Hemolytic Uremic Syndrome,California,2009,Total,37,37079253,0.1,0.07,0.138, ,0.09978626052687739,0.000213739473122615,9,2000
Hemolytic Uremic Syndrome,California,2009,Female,24,18634031,0.129,0.083,0.192, ,0.12879660874235963,0.00020339125764037846,9,2000
Hemolytic Uremic Syndrome,California,2009,Male,13,18445222,0.07,0.038,0.121,*,0.07047895655579532,0.00047895655579531515,9,2000
Hemolytic Uremic Syndrome,California,2010,Total,42,37311439,0.113,0.081,0.152, ,0.11256601494249524,0.0004339850575047627,10,2010
Hemolytic Uremic Syndrome,California,2010,Female,26,18752748,0.139,0.091,0.203, ,0.13864634665810044,0.00035365334189957354,10,2010
Hemolytic Uremic Syndrome,California,2010,Male,15,18558691,0.081,0.045,0.133,*,0.08082466592067296,0.00017533407932704415,10,2010
Hemolytic Uremic Syndrome,California,2011,Total,47,37572186,0.125,0.092,0.166, ,0.12509253520676172,9.253520676172355e-05,11,2010
Hemolytic Uremic Syndrome,California,2011,Female,21,18881056,0.111,0.069,0.17, ,0.11122259263464926,0.00022259263464925738,11,2010
Hemolytic Uremic Syndrome,California,2011,Male,24,18691131,0.128,0.082,0.191, ,0.1284031447856205,0.00040314478562050726,11,2010
Hemolytic Uremic Syndrome,California,2012,Total,42,37869573,0.111,0.08,0.15, ,0.11090698065172269,9.301934827730951e-05,12,2010
Hemolytic Uremic Syndrome,California,2012,Female,25,19028077,0.131,0.085,0.194, ,0.13138479521603785,0.0003847952160378476,12,2010
Hemolytic Uremic Syndrome,California,2012,Male,17,18841496,0.09,0.053,0.144,*,0.09022638117482816,0.00022638117482816356,12,2010
Hemolytic Uremic Syndrome,California,2013,Total,60,38166117,0.157,0.12,0.202, ,0.15720750423733176,0.0002075042373317626,13,2010
Hemolytic Uremic Syndrome,California,2013,Female,36,19177344,0.188,0.131,0.26, ,0.18772151138343246,0.0002784886165675404,13,2010
Hemolytic Uremic Syndrome,California,2013,Male,24,18988773,0.126,0.081,0.188, ,0.12639047293893083,0.0003904729389308248,13,2010
Hemolytic Uremic Syndrome,California,2014,Total,38,38501494,0.099,0.07,0.135, ,0.09869746872679798,0.0003025312732020252,14,2010
Hemolytic Uremic Syndrome,California,2014,Female,29,19346905,0.15,0.1,0.215, ,0.14989477645132387,0.00010522354867611994,14,2010
Hemolytic Uremic Syndrome,California,2014,Male,9,19154588,0.047,0.021,0.089,*,0.04698613199093606,1.3868009063937314e-05,14,2010
Hepatitis A,California,2011,Total,161,37572186,0.429,0.365,0.5, ,0.4285084716657157,0.0004915283342842858,11,2010
Hepatitis A,California,2011,Female,63,18881056,0.334,0.256,0.427, ,0.33366777790394775,0.0003322220960522704,11,2010
Hepatitis A,California,2011,Male,98,18691131,0.524,0.426,0.639, ,0.5243128412079504,0.0003128412079503873,11,2010
Hepatitis A,California,2012,Total,210,37869573,0.555,0.482,0.635, ,0.5545349032586134,0.00046509674138661694,12,2010
Hepatitis A,California,2012,Female,92,19028077,0.483,0.39,0.593, ,0.48349604639501925,0.0004960463950192673,12,2010
Hepatitis A,California,2012,Male,118,18841496,0.626,0.518,0.75, ,0.6262772340370425,0.0002772340370424953,12,2010
Hepatitis A,California,2013,Total,255,38166117,0.668,0.589,0.755, ,0.66813189300866,0.0001318930086600112,13,2010
Hepatitis A,California,2013,Female,127,19177344,0.662,0.552,0.788, ,0.6622397762693312,0.00023977626933113783,13,2010
Hepatitis A,California,2013,Male,128,18988773,0.674,0.562,0.801, ,0.6740825223409643,8.252234096428612e-05,13,2010
Hepatitis A,California,2014,Total,142,38501494,0.369,0.311,0.435, ,0.3688168568211924,0.00018314317880757658,14,2010
Hepatitis A,California,2014,Female,61,19346905,0.315,0.241,0.405, ,0.31529590908726746,0.00029590908726745413,14,2010
Hepatitis A,California,2014,Male,81,19154588,0.423,0.336,0.526, ,0.42287518791842454,0.00012481208157544277,14,2010
"Hepatitis B, Acute",California,2011,Total,155,37572186,0.413,0.35,0.483, ,0.41253921185208653,0.000460788147913449,11,2010
"Hepatitis B, Acute",California,2011,Female,44,18881056,0.233,0.169,0.313, ,0.23303781313926508,3.781313926506935e-05,11,2010
"Hepatitis B, Acute",California,2011,Male,111,18691131,0.594,0.489,0.715, ,0.5938645446334949,0.00013545536650505507,11,2010
"Hepatitis B, Acute",California,2012,Total,141,37869573,0.372,0.313,0.439, ,0.3723305779022119,0.00033057790221191485,12,2010
"Hepatitis B, Acute",California,2012,Female,30,19028077,0.158,0.106,0.225, ,0.15766175425924542,0.0003382457407545836,12,2010
"Hepatitis B, Acute",California,2012,Male,111,18841496,0.589,0.485,0.709, ,0.5891251947297603,0.0001251947297603584,12,2010
"Hepatitis B, Acute",California,2013,Total,139,38166117,0.364,0.306,0.43, ,0.3641973848164853,0.00019738481648529094,13,2010
"Hepatitis B, Acute",California,2013,Female,39,19177344,0.203,0.145,0.278, ,0.20336497066538514,0.0003649706653851281,13,2010
"Hepatitis B, Acute",California,2013,Male,100,18988773,0.527,0.428,0.641, ,0.5266269705788784,0.00037302942112160675,13,2010
"Hepatitis B, Acute",California,2014,Total,108,38501494,0.281,0.23,0.339, ,0.2805085953287943,0.0004914046712057307,14,2010
"Hepatitis B, Acute",California,2014,Female,25,19346905,0.129,0.084,0.191, ,0.1292196348718309,0.00021963487183090935,14,2010
"Hepatitis B, Acute",California,2014,Male,83,19154588,0.433,0.345,0.537, ,0.433316550583077,0.0003165505830770021,14,2010
"Hepatitis C, Acute",California,2011,Total,48,37572186,0.128,0.094,0.169, ,0.12775407850903325,0.00024592149096674953,11,2010
"Hepatitis C, Acute",California,2011,Female,21,18881056,0.111,0.069,0.17, ,0.11122259263464926,0.00022259263464925738,11,2010
"Hepatitis C, Acute",California,2011,Male,27,18691131,0.144,0.095,0.21, ,0.1444535378838231,0.0004535378838231019,11,2010
"Hepatitis C, Acute",California,2012,Total,64,37869573,0.169,0.13,0.216, ,0.16900111337405363,1.1133740536184433e-06,12,2010
"Hepatitis C, Acute",California,2012,Female,22,19028077,0.116,0.072,0.175, ,0.11561861979011331,0.00038138020988669197,12,2010
"Hepatitis C, Acute",California,2012,Male,42,18841496,0.223,0.161,0.301, ,0.2229122358436931,8.776415630690204e-05,12,2010
"Hepatitis C, Acute",California,2013,Total,77,38166117,0.202,0.159,0.252, ,0.2017496304379091,0.0002503695620909019,13,2010
"Hepatitis C, Acute",California,2013,Female,26,19177344,0.136,0.089,0.199, ,0.13557664711025677,0.00042335288974323926,13,2010
"Hepatitis C, Acute",California,2013,Male,51,18988773,0.269,0.2,0.353, ,0.26857975499522796,0.0004202450047720574,13,2010
"Hepatitis C, Acute",California,2014,Total,71,38501494,0.184,0.144,0.233, ,0.1844084284105962,0.00040842841059621215,14,2010
"Hepatitis C, Acute",California,2014,Female,20,19346905,0.103,0.063,0.16, ,0.10337570789746475,0.0003757078974647582,14,2010
"Hepatitis C, Acute",California,2014,Male,51,19154588,0.266,0.198,0.35, ,0.2662547479486377,0.00025474794863766803,14,2010
"Hepatitis E, acute infection",California,2011,Total,3,37572186,0.008,0.002,0.023,*,0.007984629906814578,1.5370093185421846e-05,11,2010
"Hepatitis E, acute infection",California,2011,Female,1,18881056,0.005,0.0,0.03,*,0.005296313934983298,0.0002963139349832977,11,2010
"Hepatitis E, acute infection",California,2011,Male,2,18691131,0.011,0.001,0.039,*,0.010700262065468376,0.00029973793453162353,11,2010
"Hepatitis E, acute infection",California,2012,Total,19,37869573,0.05,0.03,0.078, ,0.05017220553292216,0.00017220553292215945,12,2010
"Hepatitis E, acute infection",California,2012,Female,12,19028077,0.063,0.033,0.11,*,0.06306470170369817,6.470170369816952e-05,12,2010
"Hepatitis E, acute infection",California,2012,Male,6,18841496,0.032,0.012,0.069,*,0.031844605120527586,0.0001553948794724147,12,2010
